139728365 0 27290780
4161521920 2345099742 65970280
3549264451 2411070022 15588060
846553766 4012820620 62155872
3276913175 3215861697 30588309
7256118 139495191 27523954
3653026602 3908255344 104565276
2007806695 3246450006 21131889
426542603 2677155019 292403006
3265259672 4167732422 11653503
2959802238 3267581895 77570040
2766290955 2562319792 114835227
779480399 3352881787 3460872
718945609 995514267 33385697
908709638 1675494216 164534584
1547970680 1643941067 31553149
1579523829 2009572806 335526936
782941271 2969558025 63612495
752331306 465171569 27149093
237284175 1454682639 189258428
3757591878 3724399189 59699158
2881126182 3784098347 78676056
1520219770 2426658082 27750910
3564852511 1366508548 88174091
2383999106 3681454004 42945185
4287237444 3345151935 7729852
2242562254 3649815914 31638090
3307501484 753751300 241762967
34780072 27290780 104948293
2028938584 3033170520 182691177
3037372278 237284175 227887394
3817291036 3356342659 5821939
0 132239073 7256118
1360895538 1266240382 51601463
3823112975 492320662 230498145
2274200344 1840028800 109798762
4053611120 2454408992 107910800
2426944291 1317841845 48666703
1073244222 3362164598 287651316
1457977942 1203998554 62241828
2591192365 1028899964 175098590
1412497001 3862774403 45480941
2475610994 4179385925 115581371
4227492200 1949827562 59745244
1915050765 4074976492 92755930
2211629761 722818807 30932493

