4274676882 2765984054 20290414
3642266392 2324011621 382224743
3159410287 4157769177 137198119
3437898965 2786274468 204367427
2136710407 1497332580 94233249
4121681656 2706236364 59747690
2362529584 1912615374 411396247
4181429346 3961317447 93247536
270199336 152334204 473273308
1977000445 3853228854 108088593
2085089038 1304420652 51621369
1407624846 2990641895 345516575
908901118 638701782 307729932
3296608406 1356042021 141290559
743472644 625607512 13094270
2230943656 3721642926 131585928
0 946431714 270199336
2773925831 3336158470 385484456
4024491135 1815424853 97190521
756566914 0 152334204
1304420652 4054564983 103204194
1753141421 1591565829 223859024

